src,tgt
13-0-17=,-4
17-17+7=,7
29+15-25=,19
15*17+23=,278
12-1-6=,5
22+0-14=,8
9-18*22=,-387
2+10+13=,25
22-7-1=,14
16-3*20=,-44
21-20+11=,12
7*7+4=,53
19-13*21=,-254
3-28*15=,-417
23-11+18=,30
22*4+18=,106
7-19-22=,-34
28-24-4=,0
24-3*16=,-24
15+8-24=,-1
13+25-1=,37
23+17-3=,37
5+4-23=,-14
29*13+12=,389
17+24+7=,48
10+21*6=,136
21+18-29=,10
24*4-13=,83
2-22*8=,-174
10*2*28=,560
22*16+4=,356
14*15-16=,194
13-21+5=,-3
10-19-19=,-28
12+12-6=,18
15-27+10=,-2
29-0-29=,0
18+29+13=,60
17*9-27=,126
15+13+3=,31
11*9+3=,102
17-24-19=,-26
29-26+27=,30
29+19-1=,47
18*6-23=,85
9-10+6=,5
20-0*9=,20
20+14+20=,54
11+24+2=,37
13+12+19=,44
9-2+13=,20
17-9+19=,27
17*10-17=,153
28+9-9=,28
19-26-12=,-19
23*14-24=,298
20-12+27=,35
21+9*18=,183
25-22*15=,-305
20-28-21=,-29
12*9-13=,95
1-14-26=,-39
24+15+17=,56
4+13+4=,21
17+17+11=,45
24+23+25=,72
2+8-10=,0
0*29+2=,2
2+7-22=,-13
12-13+19=,18
7-26*2=,-45
14-11+20=,23
7-22+25=,10
5+1-27=,-21
0+1*22=,22
23-9-3=,11
9*3*6=,162
1*25+18=,43
17*5+4=,89
7-6+21=,22
3+19+6=,28
7*12-20=,64
15-9*9=,-66
26-8*14=,-86
13-8+22=,27
8*0*0=,0
5*12-14=,46
22*5*19=,2090
8*28*19=,4256
23+6*13=,101
20-27+7=,0
17+28+23=,68
22*26-6=,566
6-29+0=,-23
23+12*15=,203
23-3+10=,30
14+19*25=,489
17*18+12=,318
12-16-8=,-12
10*7*19=,1330
11+1+6=,18
19*22-2=,416
23+27+22=,72
12+11-13=,10
29-2*20=,-11
27*2+6=,60
5+8*10=,85
18-20-3=,-5
20+22-23=,19
27*6-24=,138
1*18-25=,-7
6-6+4=,4
27-26*4=,-77
5*28+10=,150
22*16+22=,374
23-20*17=,-317
24+18-14=,28
25*20*26=,13000
15-11*7=,-62
26+21-17=,30
2*19*6=,228
10*25-27=,223
18*8*4=,576
6*17*3=,306
22+21-26=,17
5+1+5=,11
8+1*21=,29
16+26*20=,536
9*17-1=,152
14-22+27=,19
23+7*27=,212
28-27+22=,23
1*14-20=,-6
8*8*0=,0
24*21+12=,516
15+1+24=,40
11+17-15=,13
29-5-28=,-4
5*0-2=,-2
8+22*26=,580
14-4+5=,15
16-23-16=,-23
5+10+1=,16
21*6*24=,3024
24-25-24=,-25
13+10-10=,13
3-17*21=,-354
2-17-22=,-37
26-29+12=,9
19*27*15=,7695
22*21*12=,5544
2-13-29=,-40
3-17-14=,-28
2*2+14=,18
17+27*3=,98
13+0-21=,-8
7*6*2=,84
9*28*0=,0
19-21+10=,8
4-18*12=,-212
6-27-13=,-34
23*13*3=,897
17+23+9=,49
13*21*24=,6552
0*11+27=,27
25-24+6=,7
23-21+2=,4
22*17*12=,4488
26+1*9=,35
15+12-24=,3
1+24+2=,27
16-9*10=,-74
23-1-9=,13
25-3+10=,32
10*21*19=,3990
12*13*3=,468
17-25*14=,-333
20+0-5=,15
22+4+14=,40
21+14-12=,23
29-19*15=,-256
15-20*21=,-405
19-23-14=,-18
20+6-23=,3
12+23*4=,104
19-12*18=,-197
9-19+15=,5
25-1*29=,-4
2*14-0=,28
13-3+25=,35
0*10+14=,14
13+26*7=,195
12+20+2=,34
17-14-26=,-23
24+7-1=,30
21+1-3=,19
23-18-10=,-5
25-21-27=,-23
15+26+4=,45
2*16-12=,20
21*7+29=,176
14-15-13=,-14
29+13*18=,263
11*22+2=,244
24-17*10=,-146
4+26-2=,28
23-11-19=,-7
22*21+29=,491
13*2-1=,25
25-26+9=,8
24+10-22=,12
3-8*8=,-61
24*2+9=,57
4*28*28=,3136
4*13*11=,572
19-6*26=,-137
10+0*13=,10
25*0-11=,-11
0*23-1=,-1
25-29+14=,10
8*21*13=,2184
28-13-11=,4
14-18*20=,-346
24*6-0=,144
10-24+17=,3
2-9+4=,-3
10*6*4=,240
17-14+3=,6
19*6+6=,120
24-27+22=,19
5*1*9=,45
16*25+18=,418
17+27*8=,233
22-3+14=,33
24+21-24=,21
24*2*18=,864
5+1*25=,30
12-0*2=,12
5-15+18=,8
13*23+2=,301
24*20+19=,499
12+26+23=,61
22-24*6=,-122
4-18+26=,12
27-22-24=,-19
13*15+1=,196
21+23-16=,28
23*16*11=,4048
2+2*15=,32
26*17*3=,1326
11-14-10=,-13
27+24*16=,411
27*2+3=,57
11*5*1=,55
29-14*11=,-125
5-15*8=,-115
7-21+24=,10
2-10*19=,-188
26*19-14=,480
28*7+2=,198
28-13*7=,-63
9+10-27=,-8
23+9+15=,47
5*27+13=,148
10+29-25=,14
12+15+14=,41
20+27+23=,70
24*26*16=,9984
1+13*19=,248
23+6-11=,18
7*2*29=,406
6+12-29=,-11
13*17+3=,224
21*28-3=,585
11+5+5=,21
19+20-23=,16
19+20+21=,60
13*20*13=,3380
8+24-22=,10
8+10-12=,6
14*10+14=,154
2-8*8=,-62
24-18+1=,7
6+29-8=,27
3*3+28=,37
26+26-26=,26
16*2*13=,416
23*27*26=,16146
1+17-12=,6
13+28*25=,713
13*27*3=,1053
21-25+21=,17
7+26-8=,25
18-25-13=,-20
20+28*23=,664
22*24-2=,526
29+28-13=,44
27-8+14=,33
3-4+3=,2
25+2+7=,34
23+15*3=,68
20*9*26=,4680
24-25+26=,25
24-18+22=,28
23+29*1=,52
21*5+10=,115
14*28+4=,396
14*19+1=,267
10*26-12=,248
20+7-13=,14
19-8-15=,-4
14-18+1=,-3
20*14-2=,278
5-16-16=,-27
19+17*8=,155
19-3*9=,-8
9*27*13=,3159
26-17*17=,-263
12-5*11=,-43
7+22*26=,579
20*4-11=,69
28-17-18=,-7
28-16*16=,-228
23*28-1=,643
4*29*3=,348
28-9*7=,-35
6-5*29=,-139
15+17+9=,41
3*1-25=,-22
25*27*17=,11475
3+7-12=,-2
17-25-0=,-8
29*22*6=,3828
23+25*17=,448
17*3*6=,306
5+0*16=,5
16-5-28=,-17
11-25*23=,-564
19-28+15=,6
18*23*29=,12006
4*9-19=,17
16+3-21=,-2
16+25+15=,56
29*10*5=,1450
21-27+1=,-5
8*0-4=,-4
12-9+2=,5
23-2-9=,12
13*12+12=,168
23+7+8=,38
4+18+25=,47
26+29+13=,68
3-2*13=,-23
25-21-15=,-11
24-9*19=,-147
6*29-1=,173
28+20*28=,588
20-28-29=,-37
7+9*16=,151
14-18+24=,20
21*17+0=,357
17+22*2=,61
19+5*22=,129
2*16+28=,60
18-2*10=,-2
24*8-22=,170
4*18*21=,1512
4*15-5=,55
24*4-6=,90
1+10-18=,-7
12-23*23=,-517
1+23*10=,231
13+3+1=,17
7+23*11=,260
11+11-27=,-5
28-14-26=,-12
0-19+3=,-16
23+28+12=,63
12+15-17=,10
17-1*1=,16
28*17*8=,3808
9-11*27=,-288
17*21+3=,360
10+9*15=,145
15-7-1=,7
22+10+25=,57
12-16+13=,9
15-20+21=,16
8-17+6=,-3
11-3*10=,-19
16+2-22=,-4
3*0+8=,8
16*3-1=,47
5*14*26=,1820
24-18*15=,-246
27+25+11=,63
25-4+10=,31
27+27-15=,39
9-13*0=,9
15*28*21=,8820
28-21*28=,-560
3-14-16=,-27
11-2-15=,-6
3-0*29=,3
5*15-9=,66
17+28-10=,35
3+6-21=,-12
3+3-1=,5
29+20+14=,63
0-18-7=,-25
4+21*25=,529
9+0+22=,31
22+22-0=,44
29+14+10=,53
25-18*0=,25
20*20-26=,374
20+23+27=,70
24*5-25=,95
23*23-23=,506
26-5*22=,-84
0*0+29=,29
6*16+8=,104
9-21*6=,-117
17*26-28=,414
12+28-13=,27
22*24+29=,557
6+17*12=,210
19*10+8=,198
23+12-7=,28
2-19+15=,-2
5*11-1=,54
24*8-10=,182
0*26+5=,5
23*5*20=,2300
1+14*6=,85
4*0+1=,1
10-24*25=,-590
3-4+16=,15
0-19+22=,3
16*3-25=,23
21+18+2=,41
29-12+25=,42
8-25*9=,-217
2*23*26=,1196
0+27+20=,47
26*11*1=,286
7+29+5=,41
16+13*11=,159
24*2+11=,59
8*3+3=,27
5*3*2=,30
14*18*15=,3780
23*8-23=,161
27-28*23=,-617
19-21+23=,21
9+17+3=,29
7+27-28=,6
7+23-14=,16
15*23+11=,356
6*18*27=,2916
23-25+0=,-2
5-15+14=,4
19+26*13=,357
21*14-20=,274
19+7-20=,6
14+22*24=,542
1*27-23=,4
9*24*27=,5832
18-23*3=,-51
7-17+16=,6
14*16-23=,201
8*8*2=,128
27*25*19=,12825
28+16*17=,300
28+19*22=,446
4+12-0=,16
3+25*26=,653
5-16-21=,-32
9+13*7=,100
14*6+19=,103
8*25-7=,193
10*21+24=,234
12+0-29=,-17
13-16+24=,21
6*8*25=,1200
0+21+9=,30
1+24*0=,1
12-18*14=,-240
26+22+29=,77
27*26+6=,708
4+7+11=,22
26-11-9=,6
27+2*6=,39
1*25*22=,550
6+7+26=,39
16-18-26=,-28
3+8-4=,7
1*19-1=,18
21+28-16=,33
26*6+19=,175
12-1+17=,28
23-26+12=,9
6*12*11=,792
20-13*15=,-175
19-27*1=,-8
12+21*27=,579
0+1*13=,13
22-5*10=,-28
2+23*26=,600
9+17*23=,400
12*24-10=,278
28*26*23=,16744
17*16+2=,274
11*22*4=,968
11*15+1=,166
9+27*3=,90
0+15+0=,15
17+26*19=,511
0+9*28=,252
26+23*25=,601
29+1-25=,5
4-2+14=,16
22*14*8=,2464
29+26+23=,78
29-24+23=,28
25+22-0=,47
25*23+0=,575
28+23+11=,62
11-10*16=,-149
7-1-6=,0
16-29*2=,-42
4*23*18=,1656
14*24-0=,336
15*6*5=,450
5*7+17=,52
28+27-15=,40
2*10-4=,16
18-26+0=,-8
20-4-3=,13
18-15*4=,-42
8+15-3=,20
14-19+17=,12
7+6*20=,127
13-7*10=,-57
12-1-0=,11
16*0-11=,-11
22-3+20=,39
21*25+21=,546
18-2*17=,-16
15-25+26=,16
16-16-4=,-4
22-8-21=,-7
11*11+28=,149
27*1+13=,40
9+4+7=,20
17*28-22=,454
5-10*17=,-165
13-27*18=,-473
16-20+7=,3
9*19*8=,1368
16-13*29=,-361
18+8*11=,106
24*19+1=,457
11*28-24=,284
11+21-13=,19
17-8-16=,-7
26+26-20=,32
25+9-1=,33
23-23*22=,-483
29*22*24=,15312
3-14*7=,-95
15*26+21=,411
22*23*2=,1012
10+20-15=,15
21*4+27=,111
25-13*0=,25
13*1+9=,22
2*24+1=,49
19-26+14=,7
5-4+22=,23
29-21-4=,4
19*20+18=,398
6*25+14=,164
29-20*20=,-371
20+1+0=,21
21-15*5=,-54
18+27+7=,52
21+20+19=,60
20*16+6=,326
7+28+13=,48
7-26-19=,-38
29+1+6=,36
19+14-15=,18
17+16-7=,26
23*13+23=,322
10+21*2=,52
2+6-2=,6
24-0+25=,49
5-12-6=,-13
24*28*1=,672
6*8+12=,60
12+13*4=,64
17+21*5=,122
25+16-18=,23
15*6*10=,900
24*8+7=,199
19*27-8=,505
25*4+14=,114
2+11*20=,222
5-27-4=,-26
16*5+8=,88
23+24*0=,23
20*13*14=,3640
9*0+0=,0
9+10*7=,79
17-17-5=,-5
18-1+28=,45
24-11+9=,22
17-26*15=,-373
15-15*5=,-60
11*28+0=,308
26+2*0=,26
23*22*12=,6072
24+19*7=,157
12+19+24=,55
1+13*13=,170
24*25-9=,591
1+24*15=,361
23-7-20=,-4
13+20*7=,153
0+17-4=,13
10*18*21=,3780
15+2-23=,-6
10*28+15=,295
9+29*8=,241
19-25+18=,12
25*22*15=,8250
10-0*22=,10
27-6-15=,6
0*1*27=,0
19-2+28=,45
20*16*27=,8640
6*27*29=,4698
2*2+17=,21
1+16*20=,321
1+2*25=,51
21*1*7=,147
7-15+27=,19
7+25-4=,28
9-16*22=,-343
13+22-10=,25
24+27*14=,402
16-2*10=,-4
28+7-2=,33
12+26*13=,350
10+24-6=,28
3*20-16=,44
26+19-12=,33
12*9+18=,126
23-11-11=,1
7+15*23=,352
5*13-10=,55
20*5+17=,117
13-15+15=,13
11+27*2=,65
18*7-13=,113
23*16-17=,351
10-26*24=,-614
18*21*23=,8694
23+1+15=,39
6*14-19=,65
29-6+0=,23
12*3-19=,17
11+3-24=,-10
2+6-12=,-4
1+23+20=,44
7+4-25=,-14
4*20-18=,62
25+17*22=,399
27-24+16=,19
6-1-3=,2
18+24+15=,57
17+24*1=,41
24-29+6=,1
5-23+8=,-10
16-27-9=,-20
29*13+29=,406
7*19-11=,122
13*22*17=,4862
12*19*27=,6156
16*8-9=,119
9+8-20=,-3
24+15+8=,47
20-14-13=,-7
28-12*7=,-56
25*23*6=,3450
9*20-24=,156
15-19-13=,-17
10+3*13=,49
7-3*23=,-62
26*3*13=,1014
26+9+12=,47
26-18*27=,-460
18*5+11=,101
27+21*11=,258
5-6-7=,-8
0*8+9=,9
12+15*28=,432
8-4*20=,-72
17-13-21=,-17
20+24+19=,63
4+10*13=,134
25-11+28=,42
10+1*6=,16
21*14-29=,265
25-19-27=,-21
12+28*17=,488
0+15+24=,39
2*1-28=,-26
4-5-5=,-6
21-20+17=,18
26+22-9=,39
18+26+24=,68
6*29*3=,522
4+9*17=,157
25-26*19=,-469
3*27-3=,78
3+9*26=,237
0*10*0=,0
0-17-0=,-17
11*12-15=,117
17*6+11=,113
25+4-14=,15
20*0-19=,-19
10*14+21=,161
21-5+19=,35
20-14*25=,-330
4-18*1=,-14
17*28-9=,467
18-13+2=,7
15*4*27=,1620
22*11-17=,225
26*5*1=,130
15-7+7=,15
13*28-14=,350
11-26+27=,12
24+5-25=,4
10*8+17=,97
4+21*14=,298
9*23*9=,1863
17+5-17=,5
0+8*3=,24
16*14+24=,248
0-17+16=,-1
20*4-23=,57
11*20*24=,5280
1+16+20=,37
5+16+4=,25
23-13+11=,21
28*18*20=,10080
21*25*15=,7875
24*12-9=,279
7-7*3=,-14
16*19+18=,322
24-26+12=,10
4*4+9=,25
9*16-24=,120
7*16*3=,336
2*18*22=,792
19+25-19=,25
29+4*14=,85
22+23-14=,31
25*26*13=,8450
12*20*22=,5280
28-6-7=,15
18+6+25=,49
3+27+28=,58
23*25+6=,581
21+15+7=,43
0*17*25=,0
27*20*26=,14040
17*6*28=,2856
12*18-23=,193
8+16*10=,168
4-6-28=,-30
9-0-15=,-6
23-15-2=,6
1+6*28=,169
16*19*2=,608
10*4*6=,240
7-5+26=,28
2*1+25=,27
16-19*6=,-98
0+18*27=,486
18+5+15=,38
8*4-22=,10
5+18-22=,1
25-11+18=,32
15+7*5=,50
26*27+18=,720
6*28-9=,159
21-12+11=,20
10-15*11=,-155
16*8*0=,0
25*7+0=,175
13-6*8=,-35
29-20*28=,-531
23-15-5=,3
8*4-1=,31
22-12+0=,10
21+17-10=,28
13+8*20=,173
0*7-24=,-24
23+14-11=,26
26+27+1=,54
14+25*28=,714
29+24*8=,221
12+21-11=,22
26*11*29=,8294
10-3-12=,-5
7+24*15=,367
9-4*2=,1
12*6-13=,59
15+25*7=,190
9*5*26=,1170
10*3*15=,450
19-15*6=,-71
18*19+2=,344
18-28-1=,-11
29-15+20=,34
2*2-29=,-25
22+3*18=,76
9+2*6=,21
3*15-5=,40
19*11-17=,192
1*23*20=,460
10+23-1=,32
11-23*1=,-12
2*8*25=,400
0+5*19=,95
27-26+20=,21
2*24*15=,720
21-25*15=,-354
26+5*17=,111
13+8-24=,-3
28*12-28=,308
26-27*7=,-163
14+15+8=,37
9*13*11=,1287
12-25+12=,-1
12+24-5=,31
6*12*0=,0
24*9*21=,4536
3*1*3=,9
24-16-21=,-13
18*21*8=,3024
17-5+0=,12
9-10-24=,-25
28-23-7=,-2
13*3-22=,17
17-10-5=,2
19-28+17=,8
0+4-2=,2
1-9*29=,-260
28-22-19=,-13
10*20*12=,2400
7-3+22=,26
26*15*21=,8190
11*11-8=,113
25-10*4=,-15
15+24*16=,399
24+25-0=,49
8+9+7=,24
24*26*27=,16848
6+24-13=,17
3-28+21=,-4
19-3*27=,-62
6*10-13=,47
4+29+19=,52
8*3+7=,31
6-9-14=,-17
17*27*14=,6426
19-29-12=,-22
28+21+11=,60
23*9+19=,226
19+28+2=,49
9*14-27=,99
2*3*10=,60
6+17*4=,74
18-5+20=,33
19+14*19=,285
9+4+16=,29
27*3*14=,1134
16-27*15=,-389
18+13+2=,33
19-27-2=,-10
2-7+23=,18
27+10-0=,37
12*27+12=,336
9-23*23=,-520
1-6-25=,-30
9-27-8=,-26
8+25*4=,108
17-27*5=,-118
24-14+10=,20
23-7*21=,-124
1+19*18=,343
17+14-14=,17
29+25*19=,504
1*23*1=,23
0-16+16=,0
8+23+23=,54
4-13*8=,-100
3*16*23=,1104
21-13*21=,-252
20+0+10=,30
29-11*21=,-202
27*14*3=,1134
24-27*1=,-3
5+10*22=,225
9*28+11=,263
25+9-15=,19
10-19*18=,-332
8+14*8=,120
10+10*17=,180
27-14*20=,-253
25*13-16=,309
15-26*18=,-453
0*9*18=,0
9+3+11=,23
14-5*9=,-31
13*24-5=,307
21-8+0=,13
15*8+11=,131
25+4*16=,89
18-20+22=,20
14*21+2=,296
20*20*28=,11200
4*14*26=,1456
26+14-24=,16
3+29-28=,4
2+0*17=,2
3+29*17=,496
23-24*14=,-313
0*10-15=,-15
16*8*8=,1024
0-27+6=,-21
0*6-1=,-1
21*14-18=,276
24-9+27=,42
9-7*18=,-117
18*27-17=,469
11-6-27=,-22
5*23*15=,1725
11+7+15=,33
18-8-1=,9
15+24*3=,87
7*15-2=,103
21-26+28=,23
9*17-21=,132
20-14*16=,-204
22*20*19=,8360
22-2*15=,-8
27-7-25=,-5
9*15*9=,1215
5+2*13=,31
4+27+18=,49
8-10*5=,-42
14-20-17=,-23
22*8+21=,197
28+8-13=,23
11*25+17=,292
19-11*2=,-3
27*6+15=,177
13-7-10=,-4
16-16+0=,0
16-25*4=,-84
25+21*28=,613
29+1-22=,8
8+5-0=,13
20*18+15=,375
16-10-5=,1
29*20+20=,600
4+12-9=,7
14+1-14=,1
6*25*23=,3450
6-13*11=,-137
27-14+4=,17
11-19+17=,9
7-19-17=,-29
2*28-14=,42
9-13-23=,-27
3*16*5=,240
23-15-13=,-5
1+16-29=,-12
7-18*12=,-209
21+4+4=,29
9*22*19=,3762
2*13-20=,6
8-26*14=,-356
24*7-19=,149
7+15+10=,32
13+6-3=,16
29-28*21=,-559
18-27*20=,-522
4-6+15=,13
11+0+27=,38
25-2-4=,19
2*10*20=,400
9*21-29=,160
16+10-16=,10
8-29*7=,-195
4-20+1=,-15
4*15*23=,1380
7-22*21=,-455
10+8-29=,-11
0*12*4=,0
3-2+15=,16
22*21+26=,488
4*4-16=,0
23-13-7=,3
4*15*25=,1500
14*8+13=,125
25+26-26=,25
3*19*20=,1140
26+13*3=,65
6-10+24=,20
9-10*26=,-251
19*7*27=,3591
8+2-23=,-13
2+13+0=,15
23+15*21=,338
8+21-8=,21
29-26-22=,-19
5-12+5=,-2
9-18*23=,-405
15-18*19=,-327
12+17-27=,2
6-7-25=,-26
28+23+9=,60
17*7*19=,2261
17+11+13=,41
5+10+19=,34
23*22*23=,11638
22*3*1=,66
29*13*0=,0
24-8-16=,0
26+13+15=,54
1-8+10=,3
8-28+29=,9
8*19*15=,2280
13-19+5=,-1
4*7-12=,16
10*12*11=,1320
8-17-4=,-13
2*22+22=,66
6+22+8=,36
8*0+18=,18
21*25*27=,14175
28*7+14=,210
24*20+21=,501
23*26*20=,11960
28-27+28=,29
28+4*3=,40
2*6*15=,180
29*29*28=,23548
24-25*21=,-501
18*18+28=,352
11+16-19=,8
12*16*2=,384
1*20+8=,28
13*24-24=,288
7*1+15=,22
18*7+7=,133
27*14+29=,407
11-17+3=,-3
15-6-28=,-19
20-3*23=,-49
0*11*1=,0
25*11-10=,265
5-18-24=,-37
5*19*17=,1615
11*29*17=,5423
5+24+21=,50
15+23-29=,9
13+10-11=,12
23*3+1=,70
12*0-14=,-14
6-24-0=,-18
27*11*26=,7722
23+22-6=,39
3*14*27=,1134
8+10+7=,25
18+16+18=,52
2*12-3=,21
20+23*28=,664
18*0+19=,19
5*0-17=,-17
25*2+15=,65
9-21*10=,-201
20*20*27=,10800
16*0*7=,0
0*28+15=,15
27-12-9=,6
17*4*28=,1904
16+11*24=,280
12*10*22=,2640
8+2*21=,50
14-24*7=,-154
4-21+15=,-2
8+28+10=,46
6-28*11=,-302
28+22*18=,424
14-5-1=,8
27+8-21=,14
20+28*0=,20
4*0*1=,0
15*18+29=,299
3+13*8=,107
9-4-10=,-5
18-6+21=,33
9+22+2=,33
5+1+24=,30
0-22-8=,-30
9*19-6=,165
5+8*29=,237
29+15-7=,37
11*10-12=,98
5+8+25=,38
27+11-10=,28
27*29+15=,798
5+23-17=,11
6-4*10=,-34
7-15+28=,20
25+18+4=,47
26*20*0=,0
23+29*14=,429
4*9+28=,64
23-15*28=,-397
11+20-11=,20
11*10*2=,220
22+4-2=,24
4*18*7=,504
0-11*15=,-165
9+29+19=,57
10*7-6=,64
7+24-0=,31
25-25*18=,-425
22*0*18=,0
17+7-23=,1
4*12+2=,50
20-22+26=,24
5+9+8=,22
7*24-1=,167
21+8+6=,35
8-29-4=,-25
3-1-7=,-5
19-9*9=,-62
13-25-3=,-15
8*22*0=,0
11*15+24=,189
22*27+4=,598
17-12*20=,-223
23+15-16=,22
25-10+16=,31
18*1*8=,144
26+28-1=,53
10+2*3=,16
28+24+22=,74
26+21+6=,53
12*10-6=,114
15+15+16=,46
4-4+1=,1
20-3+12=,29
21+6*19=,135
6*16-3=,93
7+19-17=,9
15*3+25=,70
16+7+15=,38
1*21-25=,-4
20+17-20=,17
0*6+24=,24
26-28+24=,22
24-17+24=,31
6*22-8=,124
4*24*22=,2112
17-26*1=,-9
23*29*21=,14007
29-29-4=,-4
11+15*19=,296
13+27+10=,50
20-4*18=,-52
9+16+12=,37
12*26*17=,5304
11*22*18=,4356
3+26*8=,211
4-8*29=,-228
22-12*10=,-98
5*15+15=,90
15*17+20=,275
9*15+22=,157
22*19+11=,429
25*25+4=,629
17*25-17=,408
26*25*11=,7150
11*26*19=,5434
27+10-21=,16
0+16*25=,400
28+24+24=,76
15-16*12=,-177
24+18+13=,55
7-27-12=,-32
13+26-17=,22
20*22*18=,7920
18-4*19=,-58
10-10-29=,-29
27*26-18=,684
10+5+12=,27
0+19+6=,25
11-0*9=,11
8*28-27=,197
21*4-29=,55
26-24-27=,-25
21*17-2=,355
1+29-7=,23
5+10-22=,-7
0-24+0=,-24
13-9*26=,-221
1+21*22=,463
4-22*21=,-458
23*26*12=,7176
9*20-6=,174
0*10*26=,0
23*4*17=,1564
14*20-26=,254
13-14-16=,-17
2-20-4=,-22
16-5-22=,-11
20+16-25=,11
12+19+1=,32
3-26+25=,2
11-25+28=,14
5-24*19=,-451
21-3-14=,4
22*18+13=,409
7+21+17=,45
28*25*0=,0
19*12+0=,228
22-13+18=,27
24+29+23=,76
25*17-23=,402
12*13-15=,141
19-24-5=,-10
11*4-23=,21
22+2-7=,17
17-29-27=,-39
26*0+1=,1
11*7+3=,80
14*20*17=,4760
27+8-2=,33
25*10+8=,258
9-11+27=,25
0+26-24=,2
14+25+6=,45
8*1*27=,216
13-26+16=,3
6+13-11=,8
24-3-4=,17
20*18-25=,335
28*14-1=,391
3-24*26=,-621
17+23*28=,661
9+8+12=,29
1+16+17=,34
17*10-27=,143
16-29*29=,-825
15-20-2=,-7
29-1+1=,29
0+25+10=,35
2*13*13=,338
1*22-8=,14
21+14-28=,7
7+0*20=,7
22+19+6=,47
17+8-20=,5
13-20-3=,-10
23-19+19=,23
11+1+17=,29
2-6+17=,13
15+8*20=,175
6*5*13=,390
11*6*5=,330
0-12*24=,-288
24+21+23=,68
3*4-13=,-1
6-10*11=,-104
22*6*10=,1320
20*13-19=,241
26+14+24=,64
4+15-22=,-3
7-24-18=,-35
19+11-5=,25
3+19*8=,155
16-26*12=,-296
21*24-18=,486
18*6+1=,109
11+8-5=,14
23*21+0=,483
19-19+8=,8
26*19-17=,477
19*23-9=,428
19*13*12=,2964
23*20-18=,442
9-1*0=,9
23-2+26=,47
29+24*22=,557
9-25*2=,-41
11*3-12=,21
13+18+12=,43
3-10*1=,-7
2-7+4=,-1
1-29+14=,-14
17+19-18=,18
18*9-18=,144
4-12*3=,-32
19-6*14=,-65
27-3+3=,27
26-19-5=,2
24-4*0=,24
29*9-1=,260
29-6-0=,23
16*8*3=,384
23+18*24=,455
16*14-23=,201
11-0+19=,30
4*23+17=,109
23*22+12=,518
19-19-26=,-26
20*3+6=,66
28*20*2=,1120
23-13-19=,-9
1*3+10=,13
12*5*27=,1620
7*20-11=,129
18*8+21=,165
4-11-21=,-28
0-4*22=,-88
17+17-29=,5
21+9-7=,23
7-29+22=,0
13+17+12=,42
15-12+19=,22
25*0-23=,-23
10+18*0=,10
18*2*16=,576
6+2+14=,22
25*27*6=,4050
25*25+7=,632
8-14*10=,-132
15*13+24=,219
23+10-9=,24
22+28+1=,51
4*8+7=,39
24*2*8=,384
6+24*1=,30
18+18+25=,61
8*6+0=,48
28*0*20=,0
23*22+2=,508
17-21*24=,-487
11-4*26=,-93
22+23+18=,63
28*15+11=,431
6+26*26=,682
8-20*7=,-132
14-14+3=,3
28+17+24=,69
10*6-0=,60
23+24-3=,44
0-14-5=,-19
24+17+14=,55
3-14-21=,-32
24+25*27=,699
14*23*4=,1288
19-0+27=,46
5+22*29=,643
2-14+21=,9
29-20+17=,26
4-1-25=,-22
9-8*17=,-127
16-23*6=,-122
2+5+23=,30
26*28*8=,5824
16-19*13=,-231
5+28+26=,59
25+12*2=,49
22*9*9=,1782
23-2*20=,-17
23-25*13=,-302
23+11+4=,38
16*25-7=,393
14+2+7=,23
5*16*23=,1840
13+15*15=,238
7-29+2=,-20
23*24-7=,545
28+20-1=,47
28+28*0=,28
21*10-0=,210
4+20*27=,544
0-12*23=,-276
23-29*16=,-441
14*19*21=,5586
10+5-6=,9
4+9-1=,12
11+21*1=,32
22+13*27=,373
23-20*12=,-217
21*23*13=,6279
12*7*20=,1680
18+6*2=,30
19*22*3=,1254
22-9+27=,40
19*27*7=,3591
24*17+8=,416
11-23+28=,16
8*8*22=,1408
11*21-28=,203
1-17*0=,1
0*29-29=,-29
25+25-25=,25
26-8+14=,32
22-9+25=,38
0-3-19=,-22
21-14-2=,5
16+9-16=,9
27*14*9=,3402
6*2*10=,120
27-24+4=,7
2+28*21=,590
2+17-6=,13
18+28-25=,21
4-4-25=,-25
28+4*15=,88
1-23-14=,-36
19+29+26=,74
20*18+14=,374
0+26-8=,18
8-10+10=,8
11-15*1=,-4
7+6+5=,18
5+18-4=,19
17-14-15=,-12
20+7*28=,216
4*1+18=,22
10-2-19=,-11
16*20*8=,2560
16*10+15=,175
29*29*0=,0
7*17*7=,833
6*7*8=,336
14*16+16=,240
1+24-15=,10
12*18+11=,227
24+25*2=,74
19-9*12=,-89
24+13*20=,284
20*4-24=,56
20*3*8=,480
25-24*28=,-647
20-11+9=,18
6+20*18=,366
12-12+19=,19
0+7+14=,21
16+4*13=,68
2+24-15=,11
23+2-19=,6
29+17*1=,46
13+3-5=,11
10+26*2=,62
12+12*27=,336
0*20*12=,0
29-17*29=,-464
8+23-26=,5
9-10+16=,15
9*28-11=,241
14*20*27=,7560
14+11-16=,9
20+19*29=,571
3+8+9=,20
10+16*4=,74
27-28+0=,-1
4+19+23=,46
7-28-24=,-45
3-25*16=,-397
11+9+26=,46
1+16-20=,-3
17+23*10=,247
2*15*29=,870
18*17+14=,320
19+5+15=,39
